Study ID,Author(s),Year,Title,Journal,Passed Filter 2,Scope,Genomic,Wild or Captive,Continent,Country,Latitude,Longitude,Avg or est points,Coordinate Notes,Coordinate System,Class,Latin Binomial,IUCN Latin Binomial,IUCN Status,Species Global North or South,Total Number of Authors,1st Author Origin Country,1st Author Global Divide,Last Author Origin Country,Last Author Global Divide,Collaboration,Number of Local Authors,Number of authors from Global North,Number of authors from Global South,delta_maximum_temperature_1960_2050,Paper Notes
35,"Antunes, Bernardo; Dudek, Katarzyna; Pabijan, Maciej; Zieliński, Piotr; Babik, Wiesław",2023,"Past forest cover explains current genetic differentiation in the Carpathian newt (Lissotriton montandoni), but not in the smooth newt (L. vulgaris)",Diversity and Distributions,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,Europe,Czechia,50.071,17.307,NO,single point in Czechia,DD,Amphibia,Lissotriton montandoni,Lissotriton montandoni,LC,Global North,5,Poland,Global North,Poland,Global North,Domestic,5,5,0,3.085590124,
35,"Antunes, Bernardo; Dudek, Katarzyna; Pabijan, Maciej; Zieliński, Piotr; Babik, Wiesław",2023,"Past forest cover explains current genetic differentiation in the Carpathian newt (Lissotriton montandoni), but not in the smooth newt (L. vulgaris)",Diversity and Distributions,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,Europe,Czechia,50.180186,15.889885,Yes,estimated point between two sampling locations in czechia,DD,Amphibia,Lissotriton vulgaris,Lissotriton vulgaris,LC,Global North,5,Poland,Global North,Poland,Global North,Domestic,5,5,0,3.022569418,
35,"Antunes, Bernardo; Dudek, Katarzyna; Pabijan, Maciej; Zieliński, Piotr; Babik, Wiesław",2023,"Past forest cover explains current genetic differentiation in the Carpathian newt (Lissotriton montandoni), but not in the smooth newt (L. vulgaris)",Diversity and Distributions,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,Europe,France,49.342237,0.889774,Yes,estimated point between three sampling locations in france,DD,Amphibia,Lissotriton vulgaris,Lissotriton vulgaris,LC,Global North,5,Poland,Global North,Poland,Global North,Domestic,5,5,0,2.318055391,
35,"Antunes, Bernardo; Dudek, Katarzyna; Pabijan, Maciej; Zieliński, Piotr; Babik, Wiesław",2023,"Past forest cover explains current genetic differentiation in the Carpathian newt (Lissotriton montandoni), but not in the smooth newt (L. vulgaris)",Diversity and Distributions,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,Europe,Greece,39.97,21.525,NO,coords of one of the middle points of four total sampling points,DD,Amphibia,Lissotriton vulgaris,Lissotriton vulgaris,LC,Global North,5,Poland,Global North,Poland,Global North,Domestic,5,5,0,3.150693655,
35,"Antunes, Bernardo; Dudek, Katarzyna; Pabijan, Maciej; Zieliński, Piotr; Babik, Wiesław",2023,"Past forest cover explains current genetic differentiation in the Carpathian newt (Lissotriton montandoni), but not in the smooth newt (L. vulgaris)",Diversity and Distributions,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,Europe,Hungary,47.01057517,19.61638751,Yes,estimated center of hungary,DD,Amphibia,Lissotriton vulgaris,Lissotriton vulgaris,LC,Global North,5,Poland,Global North,Poland,Global North,Domestic,5,5,0,3.329514027,
35,"Antunes, Bernardo; Dudek, Katarzyna; Pabijan, Maciej; Zieliński, Piotr; Babik, Wiesław",2023,"Past forest cover explains current genetic differentiation in the Carpathian newt (Lissotriton montandoni), but not in the smooth newt (L. vulgaris)",Diversity and Distributions,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,Europe,Italy,43.01510011,12.31606065,Yes,estimated center of italy,DD,Amphibia,Lissotriton vulgaris,Lissotriton vulgaris,LC,Global North,5,Poland,Global North,Poland,Global North,Domestic,5,5,0,3.142534494,
35,"Antunes, Bernardo; Dudek, Katarzyna; Pabijan, Maciej; Zieliński, Piotr; Babik, Wiesław",2023,"Past forest cover explains current genetic differentiation in the Carpathian newt (Lissotriton montandoni), but not in the smooth newt (L. vulgaris)",Diversity and Distributions,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,Europe,Montenegro,42.8802544,19.30222883,Yes,estimated center of montenegro,DD,Amphibia,Lissotriton vulgaris,Lissotriton vulgaris,LC,Global North,5,Poland,Global North,Poland,Global North,Domestic,5,5,0,3.157638788,
35,"Antunes, Bernardo; Dudek, Katarzyna; Pabijan, Maciej; Zieliński, Piotr; Babik, Wiesław",2023,"Past forest cover explains current genetic differentiation in the Carpathian newt (Lissotriton montandoni), but not in the smooth newt (L. vulgaris)",Diversity and Distributions,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,Europe,North Macedonia,42.151,22.033,NO,coords of middle point of three total sampling points,DD,Amphibia,Lissotriton vulgaris,Lissotriton vulgaris,LC,Global North,5,Poland,Global North,Poland,Global North,Domestic,5,5,0,3.184548855,
35,"Antunes, Bernardo; Dudek, Katarzyna; Pabijan, Maciej; Zieliński, Piotr; Babik, Wiesław",2023,"Past forest cover explains current genetic differentiation in the Carpathian newt (Lissotriton montandoni), but not in the smooth newt (L. vulgaris)",Diversity and Distributions,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,Europe,Poland,49.617121,22.451298,Yes,There are tons of points across different countries so I took the coordinates of where my cursor was in the middle of the points,DD,Amphibia,Lissotriton montandoni,Lissotriton montandoni,LC,Global North,5,Poland,Global North,Poland,Global North,Domestic,5,5,0,3.133160114,
35,"Antunes, Bernardo; Dudek, Katarzyna; Pabijan, Maciej; Zieliński, Piotr; Babik, Wiesław",2023,"Past forest cover explains current genetic differentiation in the Carpathian newt (Lissotriton montandoni), but not in the smooth newt (L. vulgaris)",Diversity and Distributions,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,Europe,Poland,52.8495394,18.85833064,Yes,sampled more broadly across poland so this is estimated center point of poland,DD,Amphibia,Lissotriton vulgaris,Lissotriton vulgaris,LC,Global North,5,Poland,Global North,Poland,Global North,Domestic,5,5,0,3.050173521,
35,"Antunes, Bernardo; Dudek, Katarzyna; Pabijan, Maciej; Zieliński, Piotr; Babik, Wiesław",2023,"Past forest cover explains current genetic differentiation in the Carpathian newt (Lissotriton montandoni), but not in the smooth newt (L. vulgaris)",Diversity and Distributions,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,Europe,Republic of Kosovo,42.60199725,21.02263748,Yes,estimated center of kosovo,DD,Amphibia,Lissotriton vulgaris,Lissotriton vulgaris,LC,Global North,5,Poland,Global North,Poland,Global North,Domestic,5,5,0,3.13072896,
35,"Antunes, Bernardo; Dudek, Katarzyna; Pabijan, Maciej; Zieliński, Piotr; Babik, Wiesław",2023,"Past forest cover explains current genetic differentiation in the Carpathian newt (Lissotriton montandoni), but not in the smooth newt (L. vulgaris)",Diversity and Distributions,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,Europe,Romania,47.219731,25.76526,Yes,There are tons of points across different countries so I took the coordinates of where my cursor was in the middle of the points in the different countries. ,DD,Amphibia,Lissotriton montandoni,Lissotriton montandoni,LC,Global North,5,Poland,Global North,Poland,Global North,Domestic,5,5,0,3.231423616,
35,"Antunes, Bernardo; Dudek, Katarzyna; Pabijan, Maciej; Zieliński, Piotr; Babik, Wiesław",2023,"Past forest cover explains current genetic differentiation in the Carpathian newt (Lissotriton montandoni), but not in the smooth newt (L. vulgaris)",Diversity and Distributions,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,Europe,Romania,45.80618585,24.95574265,Yes,sampled more broadly across romania so this is estimated center point of romania,DD,Amphibia,Lissotriton vulgaris,Lissotriton vulgaris,LC,Global North,5,Poland,Global North,Poland,Global North,Domestic,5,5,0,3.301214695,
35,"Antunes, Bernardo; Dudek, Katarzyna; Pabijan, Maciej; Zieliński, Piotr; Babik, Wiesław",2023,"Past forest cover explains current genetic differentiation in the Carpathian newt (Lissotriton montandoni), but not in the smooth newt (L. vulgaris)",Diversity and Distributions,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,Europe,Serbia,44.08006147,20.83586991,Yes,estimated center of serbia,DD,Amphibia,Lissotriton vulgaris,Lissotriton vulgaris,LC,Global North,5,Poland,Global North,Poland,Global North,Domestic,5,5,0,3.251736879,
35,"Antunes, Bernardo; Dudek, Katarzyna; Pabijan, Maciej; Zieliński, Piotr; Babik, Wiesław",2023,"Past forest cover explains current genetic differentiation in the Carpathian newt (Lissotriton montandoni), but not in the smooth newt (L. vulgaris)",Diversity and Distributions,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,Europe,Slovakia,49.511,19.387,NO,single point in Slovakia,DD,Amphibia,Lissotriton montandoni,Lissotriton montandoni,LC,Global North,5,Poland,Global North,Poland,Global North,Domestic,5,5,0,3.117707968,
35,"Antunes, Bernardo; Dudek, Katarzyna; Pabijan, Maciej; Zieliński, Piotr; Babik, Wiesław",2023,"Past forest cover explains current genetic differentiation in the Carpathian newt (Lissotriton montandoni), but not in the smooth newt (L. vulgaris)",Diversity and Distributions,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,Europe,Slovakia,48.087308,17.766346,Yes,estimated point between three sampling locations in slovakia,DD,Amphibia,Lissotriton vulgaris,Lissotriton vulgaris,LC,Global North,5,Poland,Global North,Poland,Global North,Domestic,5,5,0,3.239583015,
35,"Antunes, Bernardo; Dudek, Katarzyna; Pabijan, Maciej; Zieliński, Piotr; Babik, Wiesław",2023,"Past forest cover explains current genetic differentiation in the Carpathian newt (Lissotriton montandoni), but not in the smooth newt (L. vulgaris)",Diversity and Distributions,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,Europe,Slovenia,46.03969326,14.66862393,Yes,estimated center of slovenia,DD,Amphibia,Lissotriton vulgaris,Lissotriton vulgaris,LC,Global North,5,Poland,Global North,Poland,Global North,Domestic,5,5,0,3.134721756,
35,"Antunes, Bernardo; Dudek, Katarzyna; Pabijan, Maciej; Zieliński, Piotr; Babik, Wiesław",2023,"Past forest cover explains current genetic differentiation in the Carpathian newt (Lissotriton montandoni), but not in the smooth newt (L. vulgaris)",Diversity and Distributions,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,Europe,Turkey,41.279967,27.91514,Yes,estimated point between two sampling locations in turkey,DD,Amphibia,Lissotriton vulgaris,Lissotriton vulgaris,LC,Global South,5,Poland,Global North,Poland,Global North,Domestic,5,5,0,2.757813454,
35,"Antunes, Bernardo; Dudek, Katarzyna; Pabijan, Maciej; Zieliński, Piotr; Babik, Wiesław",2023,"Past forest cover explains current genetic differentiation in the Carpathian newt (Lissotriton montandoni), but not in the smooth newt (L. vulgaris)",Diversity and Distributions,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,Europe,Ukraine,48.591733,23.635207,Yes,There are tons of points across different countries so I took the coordinates of where my cursor was in the middle of the points in the different countries. ,DD,Amphibia,Lissotriton montandoni,Lissotriton montandoni,LC,Global North,5,Poland,Global North,Poland,Global North,Domestic,5,5,0,3.158159256,
35,"Antunes, Bernardo; Dudek, Katarzyna; Pabijan, Maciej; Zieliński, Piotr; Babik, Wiesław",2023,"Past forest cover explains current genetic differentiation in the Carpathian newt (Lissotriton montandoni), but not in the smooth newt (L. vulgaris)",Diversity and Distributions,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,Europe,Ukraine,48.91309993,31.63940876,Yes,sampled more broadly across ukraine so this is estimated center point of ukraine,DD,Amphibia,Lissotriton vulgaris,Lissotriton vulgaris,LC,Global North,5,Poland,Global North,Poland,Global North,Domestic,5,5,0,3.501736403,
35,"Antunes, Bernardo; Dudek, Katarzyna; Pabijan, Maciej; Zieliński, Piotr; Babik, Wiesław",2023,"Past forest cover explains current genetic differentiation in the Carpathian newt (Lissotriton montandoni), but not in the smooth newt (L. vulgaris)",Diversity and Distributions,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,Europe,United Kingdom,52.633,-1.117,NO,single point,DD,Amphibia,Lissotriton vulgaris,Lissotriton vulgaris,LC,Global North,5,Poland,Global North,Poland,Global North,Domestic,5,5,0,2.057638884,
36,"Antunes, Bernardo; Figueiredo‐Vázquez, Clara; Dudek, Katarzyna; Liana, Marcin; Pabijan, Maciej; Zieliński, Piotr; Babik, Wiesław",2023,Landscape genetics reveals contrasting patterns of connectivity in two newt species (Lissotriton montandoniand L. vulgaris),Molecular Ecology,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,Europe,Romania,45.80618585,24.95574265,Yes,estimated center of Romania,DD,Amphibia,Lissotriton montandoni,Lissotriton montandoni,LC,Global North,7,Poland,Global North,Poland,Global North,International,0,7,0,3.301214695,
36,"Antunes, Bernardo; Figueiredo‐Vázquez, Clara; Dudek, Katarzyna; Liana, Marcin; Pabijan, Maciej; Zieliński, Piotr; Babik, Wiesław",2023,Landscape genetics reveals contrasting patterns of connectivity in two newt species (Lissotriton montandoniand L. vulgaris),Molecular Ecology,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,Europe,Romania,45.80618585,24.95574265,Yes,estimated center of Romania,DD,Amphibia,Lissotriton vulgaris,Lissotriton vulgaris,LC,Global North,7,Poland,Global North,Poland,Global North,International,0,7,0,3.301214695,
36,"Antunes, Bernardo; Figueiredo‐Vázquez, Clara; Dudek, Katarzyna; Liana, Marcin; Pabijan, Maciej; Zieliński, Piotr; Babik, Wiesław",2023,Landscape genetics reveals contrasting patterns of connectivity in two newt species (Lissotriton montandoniand L. vulgaris),Molecular Ecology,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,Europe,Ukraine,48.91309993,31.63940876,Yes,estimated center of Ukraine,DD,Amphibia,Lissotriton montandoni,Lissotriton montandoni,LC,Global North,7,Poland,Global North,Poland,Global North,International,0,7,0,3.501736403,
36,"Antunes, Bernardo; Figueiredo‐Vázquez, Clara; Dudek, Katarzyna; Liana, Marcin; Pabijan, Maciej; Zieliński, Piotr; Babik, Wiesław",2023,Landscape genetics reveals contrasting patterns of connectivity in two newt species (Lissotriton montandoniand L. vulgaris),Molecular Ecology,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,Europe,Ukraine,48.91309993,31.63940876,Yes,estimated center of Ukraine,DD,Amphibia,Lissotriton vulgaris,Lissotriton vulgaris,LC,Global North,7,Poland,Global North,Poland,Global North,International,0,7,0,3.501736403,
38,"Apodaca, J. J.; Krohn, A. R.; Collins, L.; Godwin, J. C.; Pearson, L.; Walde, A. D.",2023,Population Structure and Genetic Differentiation in Extant Alligator Snapping Turtles (genus Macrochelys) with Implications for Taxonomy and Conservation,SOUTHEASTERN NATURALIST,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,North America,United States,29.95705811,-82.93021178,Yes,"put ""suwannee river"" in google maps and took coord from that",DD,Reptilia,Macrochelys suwanniensis,Macrochelys suwanniensis,NA,Global North,6,United States of America,Global North,United States of America,Global North,Domestic,6,6,0,2.17135334,
38,"Apodaca, J. J.; Krohn, A. R.; Collins, L.; Godwin, J. C.; Pearson, L.; Walde, A. D.",2023,Population Structure and Genetic Differentiation in Extant Alligator Snapping Turtles (genus Macrochelys) with Implications for Taxonomy and Conservation,SOUTHEASTERN NATURALIST,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,North America,United States,30.26002957,-85.05473294,Yes,"put ""apalachicola river"" in google maps and took coord from that",DD,Reptilia,Macrochelys apalachicolae,Macrochelys apalachicolae,NA,Global North,6,United States of America,Global North,United States of America,Global North,Domestic,6,6,0,2.083332539,
38,"Apodaca, J. J.; Krohn, A. R.; Collins, L.; Godwin, J. C.; Pearson, L.; Walde, A. D.",2023,Population Structure and Genetic Differentiation in Extant Alligator Snapping Turtles (genus Macrochelys) with Implications for Taxonomy and Conservation,SOUTHEASTERN NATURALIST,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,North America,United States,31.29293077,-92.40755799,Yes,wide ranging species and they sampled broadly across the range so I took the coord for central Louisiana along the red river which is about the center of there sampling locations,DD,Reptilia,Macrochelys temminckii,Macrochelys temminckii,VU,Global North,6,United States of America,Global North,United States of America,Global North,Domestic,6,6,0,2.543576717,
41,"Arantes, Ísis C.; Vasconcellos, Mariana M.; Smith, Megan L.; Garrick, Ryan C.; Colli, Guarino R.; Noonan, Brice P.",2023,"Species limits and diversification of the Dendropsophus rubicundulus subgroup (Anura, Hylidae) in Neotropical savannas",Molecular Phylogenetics and Evolution,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,South America,Bolivia,-16.3596,-62.0001,NO,,DD,Amphibia,Dendropsophus elianeae,Dendropsophus elianeae,LC,Global South,6,United States of America,Global North,United States of America,Global North,International,2,4,2,2.763021231,
41,"Arantes, Ísis C.; Vasconcellos, Mariana M.; Smith, Megan L.; Garrick, Ryan C.; Colli, Guarino R.; Noonan, Brice P.",2023,"Species limits and diversification of the Dendropsophus rubicundulus subgroup (Anura, Hylidae) in Neotropical savannas",Molecular Phylogenetics and Evolution,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,South America,Brazil,-11.64208,-50.02176,Yes,averaged 3 points,DD,Amphibia,Dendropsophus anataliasiasi,Dendropsophus anataliasiasi,LC,Global South,6,United States of America,Global North,United States of America,Global North,International,2,4,2,2.650000811,
41,"Arantes, Ísis C.; Vasconcellos, Mariana M.; Smith, Megan L.; Garrick, Ryan C.; Colli, Guarino R.; Noonan, Brice P.",2023,"Species limits and diversification of the Dendropsophus rubicundulus subgroup (Anura, Hylidae) in Neotropical savannas",Molecular Phylogenetics and Evolution,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,South America,Brazil,-16.3494,-53.7583,NO,,DD,Amphibia,Dendropsophus araguaya,Dendropsophus araguaya,LC,Global South,6,United States of America,Global North,United States of America,Global North,International,2,4,2,2.591319084,
